Datum - Hlavní město Praha;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
18.12.2020;875;493;84;56;12;9;3868;6482;10350;14;32;31;49;50;73;94;86;92;75;63;48;47;34;26;19;13;8;21;1;0;2;7;0;6;4;7;13;11;18;16;27;35;81;93;69;103;0;0;0;0;0;0;0;0;0;4;1;3;3;7;11;20;16;13;6;0;0;0;0;1;0;1;1;1;1;1;4;2;4;4;7;10;7;12;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;2;0
19.12.2020;811;465;84;26;10;12;2446;4852;7298;27;24;40;32;43;58;86;80;93;75;43;43;32;37;31;11;13;13;30;1;0;2;7;0;7;4;6;14;10;18;13;23;38;73;88;66;95;0;0;0;0;0;0;0;0;0;4;2;4;3;5;11;21;16;12;6;0;0;0;0;0;0;2;1;0;1;0;2;0;1;4;4;6;1;4;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;2;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;2;2;0
20.12.2020;438;446;81;33;10;7;2706;2935;5641;11;18;15;21;18;37;34;44;51;41;39;30;24;13;16;6;7;3;10;2;0;2;5;0;6;3;4;12;8;19;15;21;38;69;85;66;91;0;0;0;0;0;0;0;0;0;4;1;5;4;6;10;17;17;12;5;0;1;0;0;0;0;0;0;1;0;0;4;2;2;2;6;6;5;4;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;2;0
21.12.2020;979;471;73;45;8;18;6469;4549;11018;14;24;29;37;44;81;97;96;118;97;74;64;48;40;36;16;14;24;26;2;0;2;5;0;5;5;4;11;10;20;15;27;43;73;83;72;94;0;0;0;0;0;0;0;1;0;2;0;5;3;8;10;16;16;9;3;0;0;0;0;0;0;0;2;0;0;2;1;2;8;6;5;5;8;6;0;0;0;0;0;0;0;1;0;0;0;1;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;4;1;3;6;0
22.12.2020;1380;485;75;71;16;9;6774;6289;13063;37;44;57;60;51;98;128;140;167;150;95;90;64;73;43;20;16;28;19;2;0;3;4;1;2;4;7;8;12;23;13;31;43;72;88;69;103;0;0;0;0;0;0;0;1;0;1;1;6;2;6;11;13;19;9;6;0;0;0;1;0;1;0;0;3;1;5;3;0;4;7;6;13;7;20;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;2;4;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;1;4;0
23.12.2020;1495;482;83;54;12;12;7142;8191;15333;28;63;73;63;61;123;144;133;182;150;105;104;82;60;45;19;16;30;14;3;0;3;5;1;2;3;6;6;12;22;13;32;44;73;82;71;104;0;1;0;0;1;0;0;1;0;1;2;6;2;7;11;13;20;10;8;0;1;0;0;1;0;1;0;0;1;2;1;0;4;6;11;5;8;13;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;4;3;0
24.12.2020;797;354;70;23;10;4;1509;2545;4054;18;40;50;35;34;56;78;74;96;80;54;54;41;23;18;13;7;7;19;0;0;2;3;1;1;3;4;5;10;16;13;30;34;59;57;46;70;0;0;0;0;0;0;0;1;0;0;2;6;2;6;10;13;15;10;5;0;0;0;0;0;0;0;0;0;0;1;0;1;3;4;3;2;3;6;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0
25.12.2020;341;371;70;37;6;8;1015;1620;2635;8;8;21;17;17;17;28;33;48;32;25;14;20;11;9;11;7;12;3;0;0;2;3;2;0;3;5;7;12;17;11;31;38;60;64;45;71;0;0;0;0;0;0;0;1;0;0;2;6;2;6;12;13;15;8;5;0;0;0;0;0;1;0;0;1;2;3;1;0;2;4;4;10;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;4;0
26.12.2020;322;378;80;35;14;10;2287;1564;3851;12;12;7;8;15;12;34;36;47;36;24;21;16;17;5;7;5;4;4;0;0;0;1;1;0;3;5;6;12;18;9;30;45;63;64;48;73;0;0;0;0;0;1;0;1;0;0;3;6;1;6;15;13;15;14;5;0;0;0;0;0;0;0;0;1;0;1;2;0;1;8;6;5;5;6;0;0;0;0;0;1;0;0;0;0;1;0;0;1;3;1;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;3;0
27.12.2020;596;419;87;67;20;8;2454;2151;4605;12;19;27;22;26;48;55;43;73;70;46;45;33;17;11;19;15;12;3;0;0;0;1;2;0;3;6;4;12;19;15;33;47;65;70;55;87;0;0;0;0;0;1;0;1;0;0;4;5;1;8;16;13;16;15;7;0;0;0;0;0;1;0;2;1;0;2;4;6;4;4;6;10;11;16;0;0;0;0;0;0;0;0;0;0;2;1;0;2;2;2;3;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;1;3;0
28.12.2020;1357;525;99;131;20;7;5651;4795;10446;26;53;55;65;56;107;111;147;132;139;100;110;55;52;54;39;17;35;4;1;0;0;3;2;2;4;7;5;15;20;21;34;66;81;86;73;105;0;1;0;0;1;1;0;1;2;1;3;5;2;8;19;14;15;18;8;0;1;0;0;2;0;2;1;2;2;3;4;8;4;19;20;20;20;23;0;1;0;0;1;0;0;0;2;1;1;0;1;1;3;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;2;0
29.12.2020;1904;553;112;78;25;18;3968;5478;9446;44;56;80;77;76;158;187;163;209;202;153;124;89;101;72;54;22;28;9;1;0;0;3;2;4;8;6;10;15;22;26;40;67;89;90;73;97;0;1;0;0;1;1;0;0;2;2;2;7;3;12;24;19;16;17;5;0;0;0;0;1;0;2;5;0;5;2;6;6;8;7;14;10;4;8;0;0;0;0;0;0;0;0;0;1;0;2;2;4;5;5;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;5;4;0
30.12.2020;1918;563;106;65;12;10;4554;5318;9872;34;62;83;73;85;148;189;156;201;194;125;124;100;90;83;48;33;54;36;1;0;0;3;3;5;8;5;15;17;22;29;44;66;87;97;67;94;0;0;0;0;1;0;0;0;1;4;2;6;3;12;23;14;16;18;6;0;0;0;0;0;1;1;0;0;5;5;4;6;6;2;8;13;4;10;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;3;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;0;0
31.12.2020;1789;577;103;72;17;11;3222;4728;7950;48;67;88;71;82;148;189;154;193;138;118;102;103;92;76;55;26;17;22;0;0;0;3;4;5;8;4;14;17;21;31;47;68;85;101;71;98;0;0;0;0;1;0;0;0;1;3;3;2;4;14;25;14;15;15;6;0;0;0;0;0;1;1;1;0;1;3;1;3;5;11;12;11;10;12;0;0;0;0;0;0;0;0;0;0;1;0;1;2;6;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;3;4;1;0
01.01.2021;404;488;101;43;17;11;523;1045;1568;14;20;24;21;15;24;35;36;35;36;30;15;18;22;18;15;9;11;6;0;0;0;2;4;6;9;5;15;15;18;30;44;51;69;84;60;76;0;0;0;0;0;0;0;0;1;4;3;3;4;17;17;14;19;12;7;0;0;0;0;0;0;1;1;1;2;1;2;4;2;2;5;8;5;9;0;0;0;0;0;0;0;0;0;1;0;1;0;4;0;1;5;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;2;4;0
02.01.2021;587;508;98;56;11;13;2411;2340;4751;16;19;27;20;26;35;47;59;51;51;48;32;36;26;30;27;13;14;10;2;0;0;3;4;6;10;6;16;13;20;30;45;53;69;91;63;77;0;1;0;0;0;0;0;0;1;4;4;3;3;17;16;11;19;8;11;0;2;0;0;1;0;0;2;1;1;1;2;1;3;6;8;10;8;10;0;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;7;0
03.01.2021;867;544;114;63;26;8;2388;2775;5163;21;28;24;41;44;68;89;75;89;81;61;47;42;43;37;30;18;14;15;3;0;0;6;4;6;10;7;19;15;20;32;46;58;74;102;64;78;0;1;0;0;0;0;0;0;2;5;4;3;5;17;18;16;24;11;8;0;1;0;0;3;0;0;0;2;4;2;1;2;3;8;8;14;5;10;0;0;0;0;0;0;0;0;1;1;0;0;2;1;3;5;7;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;3;0
04.01.2021;1290;674;138;157;36;9;6244;5009;11253;25;30;43;57;51;96;130;122;144;151;99;87;47;60;58;33;16;22;19;3;0;0;7;4;5;9;8;18;16;24;38;47;77;94;132;78;114;0;1;0;0;1;0;0;0;2;4;4;3;7;17;22;20;30;14;13;0;1;0;0;2;0;0;0;1;1;1;7;8;3;20;21;32;18;42;0;0;0;0;1;0;0;0;0;0;0;1;4;1;5;5;8;4;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;3;0
05.01.2021;2075;710;133;89;18;8;4404;6380;10784;40;71;75;68;108;153;200;219;222;204;127;141;84;88;82;70;39;52;32;3;0;0;4;5;4;7;9;17;19;24;38;50;79;100;139;84;128;0;1;0;0;0;0;0;0;1;4;5;4;8;17;22;20;31;12;8;0;0;0;0;0;1;0;0;1;2;3;3;2;6;7;11;15;16;22;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;5;0
06.01.2021;1820;705;150;68;26;9;3797;5296;9093;42;59;62;78;98;139;176;160;175;199;112;114;90;88;77;53;32;43;23;3;0;0;3;6;4;5;10;17;20;23;37;46;79;105;143;77;127;0;1;0;0;0;1;0;0;2;3;5;4;7;16;27;23;33;13;15;0;0;0;0;0;1;1;0;2;1;3;3;3;3;7;13;11;5;15;0;0;0;0;0;1;0;0;1;0;0;0;0;0;5;5;4;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;0
07.01.2021;1428;724;154;83;18;14;3827;5113;8940;38;53;62;54;72;107;133;121;122;130;86;102;75;69;69;58;22;40;15;2;0;0;2;6;7;7;12;23;21;20;41;40;76;101;150;81;135;0;1;0;0;0;1;0;0;1;4;4;4;8;16;26;24;36;11;18;0;0;0;0;0;1;3;2;3;6;3;2;7;3;4;3;19;11;16;0;0;0;0;0;0;0;0;0;1;0;0;1;2;1;3;6;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;4;5;0
08.01.2021;1274;723;153;70;20;22;4545;5041;9586;26;46;62;61;60;86;102;124;108;101;104;93;57;70;64;54;23;19;14;2;0;0;2;5;7;7;14;23;23;20;37;40;82;98;148;78;137;0;1;0;0;0;1;0;0;2;5;4;3;7;16;29;24;35;10;16;0;0;0;0;0;0;0;1;3;1;3;2;0;4;11;12;9;7;17;0;0;0;0;0;0;0;0;1;1;1;1;0;1;5;5;3;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;3;6;7;0
09.01.2021;800;689;159;61;21;12;2427;2958;5385;25;41;51;35;30;55;68;71;74;85;46;48;31;36;34;29;12;18;11;1;0;0;0;5;5;4;10;21;22;21;30;40;74;99;144;77;136;0;1;0;0;0;1;0;0;2;6;4;5;8;18;27;26;34;8;19;0;0;0;0;0;0;0;1;0;2;3;2;3;4;5;13;6;10;12;0;0;0;0;0;0;0;0;0;1;1;2;1;3;2;4;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;4;0
10.01.2021;487;693;165;43;14;15;2282;2316;4598;12;31;20;17;34;30;44;44;45;36;30;43;20;23;17;14;9;11;7;1;0;0;0;5;5;4;11;21;21;23;32;37;74;99;142;79;139;0;1;0;0;0;1;0;0;2;6;5;5;8;18;28;23;38;9;21;0;0;0;0;0;0;0;0;1;1;0;2;3;4;6;5;4;8;9;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;1;5;1;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;3;3;4;0
11.01.2021;819;735;140;76;9;13;5771;4502;10273;32;42;35;31;24;54;66;64;62;94;61;47;39;51;34;30;17;28;8;2;0;1;1;4;4;7;12;20;23;21;39;41;78;100;149;85;148;0;0;0;0;0;0;0;0;2;5;4;4;4;16;30;18;33;9;15;0;1;0;1;1;0;1;4;2;2;3;0;8;4;5;11;11;10;12;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;4;5;0
12.01.2021;981;739;146;82;29;15;3390;4717;8107;33;46;37;29;42;64;69;90;101;92;74;64;42;39;36;40;26;39;18;2;1;0;1;2;5;8;12;20;25;21;35;42;72;101;147;91;154;0;0;0;0;0;0;0;1;0;5;4;4;7;18;31;20;31;9;16;0;1;1;0;0;0;1;3;2;3;3;4;1;4;4;11;11;16;17;0;0;0;0;0;0;0;1;0;1;1;0;3;2;4;5;3;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;5;1;3;0
13.01.2021;1101;737;150;74;21;10;3571;4428;7999;21;80;32;43;57;72;91;78;122;107;88;77;51;48;35;42;22;23;12;1;1;1;1;1;4;11;11;23;24;23;34;42;72;97;145;90;156;0;0;0;0;0;0;0;1;1;6;2;4;6;15;29;24;31;12;19;0;0;0;1;0;0;0;4;2;5;4;3;5;4;9;5;15;7;10;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;6;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;8;0
14.01.2021;749;722;139;50;15;19;3842;3607;7449;14;46;24;28;21;51;57;69;66;69;58;57;40;32;31;27;19;19;21;1;0;1;0;1;3;10;11;20;23;25;35;41;69;103;140;86;153;0;0;0;0;0;0;0;1;1;4;2;5;4;12;29;26;29;10;16;0;0;0;0;0;1;0;0;1;2;1;4;5;3;2;10;7;5;9;0;0;0;0;0;0;0;0;0;2;0;1;1;0;2;4;1;0;4;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;4;2;4;7;0
15.01.2021;769;700;140;48;19;13;4684;4059;8743;29;40;31;21;35;45;76;43;74;78;61;53;46;30;28;29;12;19;19;2;0;0;0;1;4;10;10;17;18;25;37;42;73;97;137;82;145;0;0;0;0;0;0;0;1;1;4;3;6;6;11;30;25;29;10;14;0;1;0;0;0;0;1;1;1;2;1;2;4;3;6;5;8;4;9;0;0;0;0;0;0;0;0;0;0;1;1;2;0;3;4;3;3;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;4;3;4;0
16.01.2021;493;653;134;51;12;15;1488;2297;3785;21;25;22;21;19;29;44;49;46;51;34;37;20;15;15;17;12;9;7;4;0;1;0;1;3;8;9;16;15;23;35;41;62;87;129;82;137;0;0;0;0;0;0;0;1;0;4;1;7;7;10;27;27;29;10;11;0;2;0;1;0;0;0;0;1;0;1;2;2;7;4;8;7;8;8;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;9;0
17.01.2021;282;632;114;25;12;12;1353;1549;2902;5;21;12;15;9;16;23;32;29;27;18;18;10;7;6;11;11;7;5;3;0;1;0;0;3;7;9;16;15;21;34;39;60;84;131;84;125;0;0;0;0;0;0;0;1;0;3;0;5;7;10;26;23;27;10;2;0;0;0;0;0;0;0;0;1;0;0;1;1;2;1;2;8;6;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;2;5;2;0
18.01.2021;745;657;130;60;23;11;4366;3964;8330;28;42;29;21;26;43;70;52;74;80;60;55;44;27;18;24;5;34;13;3;0;1;1;0;4;9;9;20;18;22;32;41;58;88;135;80;136;0;0;0;0;0;0;0;1;0;4;2;5;7;10;27;26;31;12;5;0;0;0;0;1;0;1;2;1;6;3;1;1;5;4;7;10;5;13;0;0;0;0;0;0;0;0;0;1;2;0;0;2;4;5;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;1;3;0
19.01.2021;944;665;124;71;15;13;2808;4208;7016;15;49;31;27;34;50;68;101;89;104;66;55;58;49;41;32;20;36;19;3;0;2;0;1;3;11;8;18;23;22;36;40;59;86;143;75;135;0;0;0;0;0;0;0;2;0;4;3;2;7;11;26;22;31;11;5;0;0;0;1;0;1;1;3;1;2;7;2;5;2;9;9;16;3;9;0;0;0;0;0;0;0;2;0;0;1;0;1;1;2;2;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;2;3;0
20.01.2021;822;644;116;63;7;12;3060;3617;6677;27;55;37;14;38;50;59;84;74;75;62;44;36;34;35;29;20;40;9;2;0;2;0;0;3;10;11;18;23;17;30;36;61;81;137;74;139;0;0;0;0;0;0;0;1;0;3;3;2;5;11;24;19;32;11;5;0;0;0;0;0;0;1;0;4;2;4;0;2;3;8;9;8;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;5;0
21.01.2021;705;630;116;53;13;16;3458;3302;6760;21;38;26;25;22;44;53;66;65;67;67;63;28;33;23;27;11;18;8;1;0;2;0;0;3;9;9;17;22;15;28;38;63;80;136;76;131;0;0;0;0;0;0;1;1;0;2;3;3;5;12;26;20;29;9;5;0;0;0;0;0;0;1;1;1;1;1;0;2;4;8;7;11;9;7;0;0;0;0;0;0;1;0;0;0;0;1;1;1;3;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;7;0
22.01.2021;915;609;113;54;15;10;4540;4203;8743;33;57;33;25;36;41;69;82;98;96;61;73;44;52;38;31;5;24;17;1;0;1;0;0;2;8;11;17;23;16;36;32;65;78;132;64;123;0;0;0;0;0;0;0;1;0;1;3;3;9;10;25;21;25;8;7;0;0;0;0;0;0;0;0;2;1;1;1;9;1;5;3;12;5;14;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;2;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;1;4;0
23.01.2021;491;590;116;49;12;9;2190;2403;4593;19;34;22;19;21;30;34;46;44;53;29;34;24;26;17;11;13;13;2;0;0;1;0;0;4;9;11;16;24;17;31;30;62;74;122;60;129;0;0;0;0;0;0;0;1;1;1;4;3;9;9;26;21;24;10;7;0;0;0;0;0;0;2;1;2;0;2;2;2;3;1;6;9;3;16;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;0;4;0
24.01.2021;292;576;96;31;8;13;1570;1239;2809;12;16;12;11;12;15;26;22;35;28;22;18;23;14;6;8;3;7;2;0;0;1;1;0;4;7;10;13;21;15;29;28;67;73;116;61;130;0;0;0;0;0;0;0;1;1;1;3;1;7;8;21;18;21;12;2;0;0;0;0;1;0;0;0;1;0;1;1;1;2;8;4;2;3;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;3;3;3;0
25.01.2021;754;604;108;53;23;13;5092;3868;8960;31;57;33;26;25;39;50;62;96;81;55;45;43;41;19;17;11;18;5;0;0;1;0;0;4;6;12;15;19;17;31;29;71;77;113;67;142;0;0;0;0;0;0;0;1;1;1;4;1;3;10;24;19;24;15;5;0;0;0;0;0;0;0;1;2;2;0;3;6;1;5;7;3;8;15;0;0;0;0;0;0;0;0;0;0;2;0;1;3;3;1;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;3;5;0
26.01.2021;971;632;92;80;11;18;3334;4285;7619;27;64;48;34;31;61;72;74;107;92;52;65;48;45;49;33;20;42;7;1;0;1;1;0;3;7;13;18;22;14;36;30;73;85;114;70;144;0;0;0;0;0;0;0;1;2;1;1;0;2;8;22;20;19;12;4;0;1;0;0;1;0;0;2;2;3;5;1;6;2;7;17;8;11;14;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;1;4;8;0
27.01.2021;918;649;94;78;19;13;4144;4149;8293;35;62;27;22;45;51;93;64;98;98;63;66;44;38;43;21;20;26;2;1;0;1;1;0;5;9;12;16;23;12;38;30;76;94;117;72;142;0;0;0;0;0;0;0;0;2;1;2;0;2;9;20;17;23;12;6;0;0;0;0;0;0;2;2;0;0;3;1;3;3;11;15;14;10;14;0;0;0;0;0;0;0;0;0;0;1;0;1;1;2;2;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;8;0
28.01.2021;855;626;92;38;13;10;4733;3855;8588;36;63;23;25;36;47;60;73;100;89;57;49;39;25;29;26;26;41;11;2;0;0;1;0;5;8;11;12;20;14;32;33;74;87;114;79;134;0;0;0;0;0;0;0;0;1;2;1;0;3;10;21;17;19;11;7;0;1;0;0;0;0;0;0;1;0;0;3;1;4;1;1;6;11;9;0;0;0;0;0;0;0;0;0;1;0;0;2;1;1;2;1;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;1;5;0
