Datum - ČR;Celkový počet nakažených;Počet hospitalizovaných celkem v daném dni;Počet hospitalizovaných na JIP celkem v daném dni;Počet nově hospitalizovaných celkem;Počet nově hospitalizovaných na JIP;Počet zemřelých;Počet antigenních testů;Počet PCR testů;počet testů CELKEM;Pozitivní ve věku 0-4 let;Pozitivní ve věku 5-9 let;Pozitivní ve věku 10-14 let;Pozitivní ve věku 15-19 let;Pozitivní ve věku 20-24 let;Pozitivní ve věku 25-29 let;Pozitivní ve věku 30-34 let;Pozitivní ve věku 35-39 let;Pozitivní ve věku 40-44 let;Pozitivní ve věku 45-49 let;Pozitivní ve věku 50-54 let;Pozitivní ve věku 55-59 let;Pozitivní ve věku 60-64 let;Pozitivní ve věku 65-69 let;Pozitivní ve věku 70-74 let;Pozitivní ve věku 75-79 let;Pozitivní ve věku 80-84 let;Pozitivní ve věku 85+ let;Pozitivní - věk neznámý;Hospitalizovaní celkem v daném dni ve věku 0-4 let;Hospitalizovaní celkem v daném dni ve věku 5-9 let;Hospitalizovaní celkem v daném dni ve věku 10-14 let;Hospitalizovaní celkem v daném dni ve věku 15-19 let;Hospitalizovaní celkem v daném dni ve věku 20-24 let;Hospitalizovaní celkem v daném dni ve věku 25-29 let;Hospitalizovaní celkem v daném dni ve věku 30-34 let;Hospitalizovaní celkem v daném dni ve věku 35-39 let;Hospitalizovaní celkem v daném dni ve věku 40-44 let;Hospitalizovaní celkem v daném dni ve věku 45-49 let;Hospitalizovaní celkem v daném dni ve věku 50-54 let;Hospitalizovaní celkem v daném dni ve věku 55-59 let;Hospitalizovaní celkem v daném dni ve věku 60-64 let;Hospitalizovaní celkem v daném dni ve věku 65-69 let;Hospitalizovaní celkem v daném dni ve věku 70-74 let;Hospitalizovaní celkem v daném dni ve věku 75-79 let;Hospitalizovaní celkem v daném dni ve věku 80-84 let;Hospitalizovaní celkem v daném dni ve věku 85+ let;Hospitalizovaní celkem v daném dni - věk neznámý;Hospitalizovaní na JIP celkem v daném dni ve věku 0-4 let;Hospitalizovaní na JIP celkem v daném dni ve věku 5-9 let;Hospitalizovaní na JIP celkem v daném dni ve věku 10-14 let;Hospitalizovaní na JIP celkem v daném dni ve věku 15-19 let;Hospitalizovaní na JIP celkem v daném dni ve věku 20-24 let;Hospitalizovaní na JIP celkem v daném dni ve věku 25-29 let;Hospitalizovaní na JIP celkem v daném dni ve věku 30-34 let;Hospitalizovaní na JIP celkem v daném dni ve věku 35-39 let;Hospitalizovaní na JIP celkem v daném dni ve věku 40-44 let;Hospitalizovaní na JIP celkem v daném dni ve věku 45-49 let;Hospitalizovaní na JIP celkem v daném dni ve věku 50-54 let;Hospitalizovaní na JIP celkem v daném dni ve věku 55-59 let;Hospitalizovaní na JIP celkem v daném dni ve věku 60-64 let;Hospitalizovaní na JIP celkem v daném dni ve věku 65-69 let;Hospitalizovaní na JIP celkem v daném dni ve věku 70-74 let;Hospitalizovaní na JIP celkem v daném dni ve věku 75-79 let;Hospitalizovaní na JIP celkem v daném dni ve věku 80-84 let;Hospitalizovaní na JIP celkem v daném dni ve věku 85+ let;Hospitalizovaní na JIP celkem v daném dni - věk neznámý;Hospitalizovaní nově v daném dni ve věku 0-4 let;Hospitalizovaní nově v daném dni ve věku 5-9 let;Hospitalizovaní nově v daném dni ve věku 10-14 let;Hospitalizovaní nově v daném dni ve věku 15-19 let;Hospitalizovaní nově v daném dni ve věku 20-24 let;Hospitalizovaní nově v daném dni ve věku 25-29 let;Hospitalizovaní nově v daném dni ve věku 30-34 let;Hospitalizovaní nově v daném dni ve věku 35-39 let;Hospitalizovaní nově v daném dni ve věku 40-44 let;Hospitalizovaní nově v daném dni ve věku 45-49 let;Hospitalizovaní nově v daném dni ve věku 50-54 let;Hospitalizovaní nově v daném dni ve věku 55-59 let;Hospitalizovaní nově v daném dni ve věku 60-64 let;Hospitalizovaní nově v daném dni ve věku 65-69 let;Hospitalizovaní nově v daném dni ve věku 70-74 let;Hospitalizovaní nově v daném dni ve věku 75-79 let;Hospitalizovaní nově v daném dni ve věku 80-84 let;Hospitalizovaní nově v daném dni ve věku 85+ let;Hospitalizovaní nově v daném dni - věk neznámý;Hospitalizovaní na JIP nově v daném dni ve věku 0-4 let;Hospitalizovaní na JIP nově v daném dni ve věku 5-9 let;Hospitalizovaní na JIP nově v daném dni ve věku 10-14 let;Hospitalizovaní na JIP nově v daném dni ve věku 15-19 let;Hospitalizovaní na JIP nově v daném dni ve věku 20-24 let;Hospitalizovaní na JIP nově v daném dni ve věku 25-29 let;Hospitalizovaní na JIP nově v daném dni ve věku 30-34 let;Hospitalizovaní na JIP nově v daném dni ve věku 35-39 let;Hospitalizovaní na JIP nově v daném dni ve věku 40-44 let;Hospitalizovaní na JIP nově v daném dni ve věku 45-49 let;Hospitalizovaní na JIP nově v daném dni ve věku 50-54 let;Hospitalizovaní na JIP nově v daném dni ve věku 55-59 let;Hospitalizovaní na JIP nově v daném dni ve věku 60-64 let;Hospitalizovaní na JIP nově v daném dni ve věku 65-69 let;Hospitalizovaní na JIP nově v daném dni ve věku 70-74 let;Hospitalizovaní na JIP nově v daném dni ve věku 75-79 let;Hospitalizovaní na JIP nově v daném dni ve věku 80-84 let;Hospitalizovaní na JIP nově v daném dni ve věku 85+ let;Hospitalizovaní na JIP nově v daném dni - věk neznámý;Zemřelí ve věku 0-4 let;Zemřelí ve věku 5-9 let;Zemřelí ve věku 10-14 let;Zemřelí ve věku 15-19 let;Zemřelí ve věku 20-24 let;Zemřelí ve věku 25-29 let;Zemřelí ve věku 30-34 let;Zemřelí ve věku 35-39 let;Zemřelí ve věku 40-44 let;Zemřelí ve věku 45-49 let;Zemřelí ve věku 50-54 let;Zemřelí ve věku 55-59 let;Zemřelí ve věku 60-64 let;Zemřelí ve věku 65-69 let;Zemřelí ve věku 70-74 let;Zemřelí ve věku 75-79 let;Zemřelí ve věku 80-84 let;Zemřelí ve věku 85+ let;Zemřelí - věk neznámý
19.09.2020;2046;508;112;74;26;8;0;15231;15231;26;87;168;185;195;170;135;108;184;196;108;84;65;42;40;24;12;19;198;3;0;1;2;3;4;12;6;16;26;22;32;35;44;83;88;58;73;0;0;0;1;1;0;0;1;1;7;6;3;6;7;12;19;24;14;10;0;1;0;1;0;2;1;1;0;3;3;1;8;6;5;7;15;10;10;0;0;0;1;0;0;0;0;0;3;0;1;3;1;3;1;6;3;4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;4;0
20.09.2020;984;532;122;60;18;6;0;10561;10561;15;22;63;103;80;77;66;58;80;88;50;55;38;25;26;15;6;18;99;4;0;2;2;4;3;12;5;18;30;20;32;36;45;91;90;67;71;0;1;0;1;1;1;0;1;1;5;5;3;8;7;12;23;25;19;9;0;1;0;1;0;1;1;2;2;3;5;0;1;5;4;11;7;12;4;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;5;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;1;0
21.09.2020;1478;613;144;107;34;15;0;19410;19410;11;60;122;151;127;81;81;97;142;143;92;82;48;50;30;23;14;8;116;4;0;2;2;5;4;11;7;22;30;28;37;42;56;101;110;73;79;0;0;0;1;1;2;0;1;1;6;6;4;10;11;16;26;29;16;14;0;1;0;0;0;1;2;1;2;4;2;10;6;6;13;16;23;10;10;0;0;0;0;0;1;0;1;0;1;1;1;2;4;4;4;6;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;5;4;0
22.09.2020;2393;638;137;109;23;10;0;22400;22400;26;99;173;232;166;185;136;181;222;205;172;123;82;68;43;55;22;46;157;4;0;2;3;6;0;9;11;20;35;31;38;45;65;102;114;70;83;0;0;0;0;1;2;0;1;1;6;7;2;10;11;17;26;29;15;9;0;0;0;0;1;2;0;2;6;2;10;8;6;6;14;16;19;6;11;0;0;0;0;0;0;0;0;1;0;2;0;1;0;2;7;6;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3;0;1;2;3;0
23.09.2020;2308;711;147;139;25;22;0;22445;22445;18;60;120;253;205;154;160;151;216;215;138;132;79;63;60;53;19;27;185;4;0;3;4;8;0;11;15;20;37;35;45;55;65;116;121;81;91;0;1;0;1;1;2;0;1;2;5;7;4;11;15;17;29;28;17;6;0;1;0;1;1;3;0;5;4;4;5;8;11;16;11;19;19;14;17;0;1;0;1;0;0;0;0;1;0;0;2;2;4;3;5;2;3;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;3;4;3;8;0
24.09.2020;2909;769;157;144;30;10;0;23163;23163;24;90;150;279;209;192;195;193;264;274;191;158;116;107;79;64;36;37;251;3;0;2;3;7;0;10;15;24;42;36;53;62;73;126;134;85;94;0;0;0;0;1;1;0;1;1;4;7;4;11;16;20;33;36;15;7;0;0;0;0;1;0;0;3;3;8;12;7;13;11;15;24;21;14;12;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;7;10;3;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;3;4;0
25.09.2020;2952;825;158;136;24;10;0;23132;23132;46;90;144;292;198;228;214;219;280;319;213;183;134;108;105;65;27;21;66;4;0;1;3;9;1;10;14;25;45;35;54;69;84;137;147;92;95;0;0;0;0;1;0;0;1;2;3;6;4;11;16;20;30;40;16;8;0;2;0;0;0;3;1;1;2;4;9;2;9;11;19;27;22;15;9;0;0;0;0;0;0;0;0;1;1;2;0;2;1;2;4;5;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;2;0;4;0
26.09.2020;1984;797;163;109;26;16;0;15388;15388;34;72;121;204;137;136;161;155;187;209;153;115;80;56;52;36;24;20;32;2;0;0;4;8;1;6;16;26;43;35;56;67;78;139;142;89;85;0;0;0;0;1;0;0;0;3;1;5;5;12;18;28;28;36;17;9;0;0;0;0;2;1;0;2;5;3;7;6;7;10;10;22;12;9;13;0;0;0;0;0;0;0;0;1;0;1;1;2;3;8;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;4;3;0
27.09.2020;1308;823;178;119;28;16;0;10468;10468;14;57;146;150;92;91;85;80;118;112;84;69;60;40;32;25;11;19;23;1;1;1;4;6;1;8;16;29;48;38;61;71;85;142;139;87;85;0;0;1;0;0;0;0;0;3;1;7;5;13;21;31;29;41;15;11;0;0;1;1;1;0;0;2;2;8;10;6;8;9;16;16;15;12;12;0;0;1;0;0;0;0;0;0;0;3;0;1;3;5;2;8;2;3;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;3;1;2;8;0
28.09.2020;1286;845;191;102;43;11;0;12218;12218;19;49;96;157;80;74;70;75;123;144;89;72;43;46;46;36;26;18;23;1;1;0;4;6;3;9;15;29;46;36;61;72;90;146;143;94;89;0;0;0;0;0;0;0;0;3;2;8;4;14;21;33;32;45;19;10;0;0;0;0;1;0;2;1;0;6;4;5;6;8;9;18;13;13;16;0;0;0;0;0;0;0;0;0;1;2;2;3;3;7;9;7;7;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;3;1;4;0
29.09.2020;1970;998;197;201;29;21;0;18322;18322;21;51;129;147;128;132;139;136;195;235;142;121;90;79;80;39;27;41;38;2;1;0;4;8;5;7;18;35;43;40;69;89;111;179;166;116;105;0;1;0;0;0;1;0;0;3;3;6;6;13;20;38;33;43;17;13;0;1;0;0;1;2;2;1;4;8;2;6;10;19;26;40;32;25;22;0;1;0;0;0;1;0;0;0;1;0;2;2;1;7;5;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;2;7;3;3;0
30.09.2020;2925;1062;196;198;35;16;0;21092;21092;30;82;141;206;177;228;219;211;305;315;221;203;137;109;111;64;46;58;62;1;1;0;4;5;4;5;18;33;44;48;76;92;130;187;180;120;114;0;1;0;0;0;0;0;0;3;4;7;5;11;22;35;34;46;17;11;0;0;0;0;1;0;2;0;3;4;11;13;15;14;33;34;31;21;16;0;0;0;0;0;0;0;0;0;2;1;2;0;4;4;9;7;4;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;3;3;7;0
01.10.2020;3507;1164;219;202;46;29;0;23921;23921;35;109;145;197;215;255;262;258;350;418;284;251;184;164;125;96;52;66;41;4;0;0;3;4;5;7;18;37;42;54;84;98;147;198;193;139;131;0;0;0;0;0;0;0;1;4;6;8;9;13;23;40;39;39;23;14;0;3;0;0;1;1;2;6;3;7;6;13;15;16;22;29;23;29;26;0;0;0;0;0;0;0;1;1;2;1;4;4;4;6;8;2;8;5;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;7;6;4;9;0
02.10.2020;3798;1241;225;212;39;21;0;23639;23639;36;77;137;223;275;304;325;286;395;427;280;288;186;149;147;93;57;65;48;5;0;2;4;4;5;11;19;42;45;50;87;123;148;207;196;146;147;0;0;0;0;0;0;0;1;4;5;8;10;12;27;39;42;37;25;15;0;3;0;2;2;1;1;5;3;11;8;6;14;30;13;37;28;21;27;0;0;0;0;0;0;0;0;0;0;1;1;1;5;5;9;7;5;5;0;0;0;0;0;0;0;0;1;0;0;0;0;1;4;4;3;2;6;0
03.10.2020;2557;1209;254;150;55;13;0;15201;15201;25;71;93;142;177;217;187;178;279;269;199;185;121;85;115;75;47;59;33;5;0;2;3;3;5;11;15;37;45;51;73;115;142;212;184;147;159;0;1;0;0;0;0;1;1;2;7;9;10;13;27;42;51;42;25;23;0;0;0;0;0;0;2;3;3;3;7;7;6;14;15;25;19;17;29;0;1;0;0;0;0;1;0;0;2;1;3;1;6;5;12;9;4;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;4;3;0
04.10.2020;1843;1281;268;169;43;35;0;7776;7776;25;45;98;98;148;132;139;147;182;206;123;94;107;81;57;49;39;38;35;4;0;2;2;3;5;14;15;34;51;51;77;120;147;240;191;160;165;0;1;0;0;0;0;1;1;1;7;11;8;11;29;41;64;45;26;22;0;1;0;1;1;0;0;3;2;3;8;4;13;12;20;39;26;21;15;0;0;0;0;0;0;0;0;0;0;2;0;1;4;5;16;8;4;3;0;0;0;0;0;0;1;0;1;0;0;2;0;0;1;3;9;6;12;0
05.10.2020;3126;1488;282;302;54;29;0;17768;17768;29;71;137;161;170;226;216;213;302;336;254;227;169;168;134;102;68;85;58;3;1;2;4;3;6;18;15;46;59;63;88;135;164;274;227;175;205;0;0;0;1;0;0;1;1;1;6;12;13;13;31;43;66;41;26;27;0;1;1;1;2;1;1;4;4;13;16;17;15;22;28;46;50;29;51;0;0;0;1;0;0;0;0;0;3;4;6;3;2;7;9;4;7;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;2;2;8;11;0
06.10.2020;4465;1633;316;307;73;38;0;23053;23053;43;113;161;203;280;380;369;358;486;517;384;275;222;168;152;117;72;81;84;5;0;3;4;5;8;17;19;45;63;67;84;148;174;299;270;196;226;0;1;0;1;0;1;1;1;1;6;15;17;14;38;41;76;43;35;25;0;3;0;1;1;3;2;0;6;4;10;12;13;29;38;51;57;39;38;0;1;0;0;0;1;0;0;0;1;5;5;1;11;7;17;10;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;8;7;9;0
07.10.2020;5347;1785;346;334;73;51;0;24051;24051;44;105;201;256;398;427;390;450;557;582;401;383;283;213;183;140;94;97;143;4;1;3;5;5;6;16;18;42;67;70;92;166;186;330;305;227;242;0;2;0;0;1;1;0;0;1;5;18;14;17;45;49;88;45;41;19;0;1;1;0;2;1;1;3;3;4;14;9;22;36;29;61;64;43;40;0;1;0;0;1;0;0;0;0;0;4;1;4;12;10;18;9;10;3;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;11;6;10;18;0
08.10.2020;5404;1956;358;360;64;26;0;25073;25073;46;152;191;209;336;402;405;408;602;622;447;425;285;205;213;116;94;116;130;5;1;1;5;8;9;10;18;49;78;76;97;174;209;346;339;266;265;0;1;0;0;1;1;0;0;2;6;16;14;17;52;52;82;55;42;17;0;1;0;0;0;5;6;1;3;13;18;11;15;24;38;55;62;54;54;0;0;0;0;0;0;0;0;1;2;2;3;3;11;8;8;16;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;5;10;7;0
09.10.2020;8624;2149;389;371;82;61;0;27743;27743;80;245;323;386;551;717;669;691;922;939;746;607;432;330;299;215;131;134;207;3;1;1;4;9;12;9;21;55;87;84;108;193;230;377;368;284;303;0;0;0;0;1;1;0;0;1;9;14;11;18;61;55;93;63;42;20;0;0;0;0;1;3;4;2;5;12;19;18;20;31;39;58;58;48;53;0;0;0;0;0;0;0;0;0;3;1;3;5;12;7;20;16;10;5;0;0;0;0;0;0;0;0;0;0;0;1;1;2;4;11;9;15;18;0
10.10.2020;4648;2168;420;280;86;53;0;18124;18124;47;128;193;214;304;402;340;374;497;521;395;343;223;165;161;113;68;82;78;3;1;0;4;8;15;10;21;57;87;79;106;190;229;383;376;285;314;0;0;0;0;0;1;3;1;2;7;14;8;23;66;65;93;70;46;21;0;2;0;0;0;1;5;4;4;11;12;12;16;18;28;49;44;33;41;0;0;0;0;0;1;3;1;1;0;1;0;6;8;14;17;16;12;6;0;0;0;0;0;0;0;0;0;0;1;0;0;2;6;11;6;10;17;0
11.10.2020;3111;2220;411;254;53;43;0;11504;11504;33;90;158;152;178;227;257;222;305;336;235;202;172;130;115;99;64;70;66;3;2;0;4;7;15;12;22;51;98;83;118;187;232;388;393;291;314;0;0;0;0;0;1;2;1;1;6;15;9;20;55;65;96;71;45;24;0;1;1;0;1;1;1;3;3;5;17;14;21;10;22;38;46;34;36;0;0;0;0;0;0;0;0;1;1;5;3;2;2;5;11;10;8;5;0;0;0;0;0;0;0;0;1;0;0;0;0;3;4;4;6;12;13;0
12.10.2020;4319;2579;435;514;87;70;0;22048;22048;48;130;150;167;244;307;311;305;408;480;387;337;220;197;154;113;96;137;128;3;2;0;6;9;16;12;26;57;108;97;152;214;290;446;443;324;374;0;0;0;0;0;1;3;1;2;7;12;13;30;62;60;107;68;48;21;0;0;1;0;2;3;4;3;7;8;21;24;42;39;70;81;71;60;78;0;0;0;0;0;0;1;0;1;2;4;4;11;11;6;22;10;13;2;0;0;0;0;0;0;0;0;1;0;1;1;0;2;6;11;11;12;25;0
13.10.2020;8334;2692;452;459;85;53;0;31638;31638;68;223;281;324;470;616;647;712;948;987;662;607;420;299;272;199;160;209;230;0;3;0;7;11;19;15;29;59;112;101;147;211;302;451;471;355;399;0;0;1;0;0;2;5;1;2;6;12;11;30;60;70;110;74;47;21;0;0;1;0;2;2;4;7;10;13;27;27;16;30;48;59;76;67;70;0;0;1;0;0;1;3;0;0;2;2;5;6;6;15;18;12;9;5;0;0;0;0;0;0;0;0;0;0;0;0;2;1;2;8;10;9;21;0
14.10.2020;9554;2990;478;539;96;67;0;34859;34859;88;247;320;351;502;723;749;743;1080;1170;885;753;477;357;289;221;159;218;222;0;2;3;8;11;25;17;34;71;110;109;169;237;320;501;525;396;452;0;0;0;0;0;2;6;2;3;7;12;16;27;68;73;117;82;44;19;0;0;0;3;3;2;8;6;8;21;20;22;35;44;45;80;95;63;84;0;0;0;0;0;0;2;1;2;3;3;7;4;16;14;20;17;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;17;15;18;0
15.10.2020;9736;3207;514;508;94;63;0;34805;34805;101;253;324;335;551;765;740;846;1049;1149;866;734;499;355;298;237;157;185;292;2;2;3;4;13;21;15;38;73;111;128;187;256;343;531;563;422;495;0;0;0;0;0;1;6;2;7;9;12;21;30;67;78;125;87;50;19;0;2;0;1;0;4;3;1;7;17;17;28;31;37;57;72;89;59;83;0;0;0;0;0;0;0;0;4;4;2;6;8;7;14;15;16;16;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;8;13;12;10;18;0
16.10.2020;11120;3452;555;592;110;80;0;38723;38723;122;330;348;401;601;919;880;964;1221;1253;988;845;586;462;361;288;155;173;223;3;2;5;10;15;22;14;41;70;122;131;196;284;369;553;604;464;547;0;1;0;0;1;0;4;3;8;7;14;22;30;73;73;130;100;61;28;0;1;0;3;7;5;6;3;7;11;30;18;35;59;69;88;86;75;89;0;1;0;0;1;0;1;1;2;1;3;4;5;14;10;19;22;14;12;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;8;15;15;32;0
17.10.2020;8734;3552;573;507;75;81;0;29279;29279;121;242;330;363;455;668;694;703;1002;956;717;689;471;327;273;234;139;231;119;3;3;5;9;11;17;10;41;66;123;143;189;295;394;565;624;491;563;0;2;0;0;1;2;3;2;7;8;18;23;28;69;82;133;103;64;28;0;2;1;0;2;2;1;1;5;12;24;26;25;36;58;73;90;77;72;0;1;0;0;0;2;0;0;1;1;5;4;2;2;13;14;14;11;5;0;0;0;0;0;0;0;0;0;0;1;0;1;3;2;12;15;21;26;0
18.10.2020;5085;3713;599;488;97;81;0;17240;17240;94;150;180;180;287;371;386;431;556;553;415;374;276;227;217;137;86;111;54;4;3;5;10;12;15;14;42;73;128;152;198;315;438;593;638;498;575;0;1;0;1;0;0;3;2;7;11;21;22;33;71;90;135;109;62;31;0;1;0;1;2;1;2;5;7;13;12;26;29;46;66;80;65;59;73;0;0;0;1;0;0;1;0;0;5;4;2;9;6;14;16;17;14;8;0;0;0;0;0;0;0;0;0;1;1;2;2;4;6;4;19;12;30;0
19.10.2020;8104;4154;623;714;108;110;0;31165;31165;127;211;281;267;435;557;569;667;842;982;732;617;453;330;295;238;151;232;118;7;3;5;9;8;18;17;46;80;140;167;233;347;508;660;713;553;640;0;1;0;1;0;0;4;3;8;7;20;26;38;73;98;136;112;64;32;0;4;1;1;1;0;3;4;12;19;24;27;47;53;104;103;122;85;104;0;0;0;0;0;0;1;1;1;0;5;5;9;12;19;20;18;12;5;0;0;0;0;0;0;0;0;1;0;0;1;2;5;12;8;15;21;45;0
20.10.2020;12006;4450;643;773;133;109;0;40598;40598;168;275;413;398;607;893;903;986;1423;1478;1065;909;616;490;448;318;194;255;167;9;2;8;8;9;18;18;54;81;140;166;246;370;534;736;776;606;669;0;1;0;0;1;0;3;3;7;8;18;28;48;74;95;153;108;67;29;0;2;0;3;4;3;6;7;14;19;25;27;50;58;84;146;122;104;99;0;0;0;0;1;0;2;0;1;1;4;5;11;15;19;35;18;15;6;0;0;0;0;0;0;0;0;0;1;1;0;1;3;10;13;16;34;30;0
21.10.2020;15015;4867;704;929;156;131;0;45245;45245;227;389;557;511;797;1155;1072;1232;1661;1887;1294;1166;803;606;503;357;260;364;174;8;0;6;12;7;28;26;65;88;147;191;272;398;574;798;847;650;750;0;1;0;0;0;1;5;3;12;7;22;30;54;86;110;159;117;61;36;0;3;0;0;7;1;11;11;20;21;27;46;51;71;95;151;152;114;148;0;0;0;0;0;1;3;0;6;2;6;7;13;20;24;27;23;11;13;0;0;0;0;0;0;0;0;1;1;0;5;1;3;3;19;21;25;52;0
22.10.2020;14201;5107;751;851;149;127;0;46425;46425;240;410;512;464;773;1038;1063;1185;1540;1630;1227;1134;794;607;495;344;255;301;189;9;2;11;16;7;33;29;62;99;137;191;286;408;609;831;893;675;809;0;0;0;0;1;1;3;4;10;8;23;28;58;96;124;176;121;65;33;0;2;2;5;5;2;8;7;9;26;23;34;55;69;95;123;133;102;151;0;0;0;0;1;1;0;1;1;2;4;4;12;18;26;32;22;17;8;0;0;0;0;0;0;0;1;0;0;0;1;3;4;5;21;28;23;41;0
23.10.2020;15293;5455;762;925;137;125;0;45252;45252;252;426;525;537;832;1113;1111;1287;1686;1673;1349;1206;853;603;557;374;284;390;235;11;3;12;13;12;39;38;66;118;145;218;310;426;629;889;937;726;863;0;1;0;0;1;1;3;4;10;9;27;26;56;92;127;173;137;62;33;0;4;1;2;3;6;11;12;17;34;27;48;51;70;93;139;146;125;136;0;1;0;0;0;0;0;0;1;1;7;4;12;9;24;27;31;11;9;0;0;0;0;0;0;0;0;0;1;0;1;3;9;11;21;19;20;40;0
24.10.2020;12509;5372;760;715;132;143;0;39192;39192;213;375;483;462;674;873;958;1048;1408;1490;1072;936;642;464;469;356;234;268;84;9;3;11;12;14;35;37;58;120;128;195;301;409;651;893;936;699;861;0;0;0;1;0;1;2;5;9;12;27;31;60;88;120;172;140;61;31;0;3;0;2;3;3;4;6;6;17;20;28;36;57;96;131;117;75;111;0;0;0;1;0;1;0;1;1;5;5;8;10;8;18;30;22;12;10;0;0;0;0;0;0;0;0;1;1;1;2;5;9;13;11;32;25;43;0
25.10.2020;7342;5683;802;732;140;154;0;21593;21593;151;206;288;284;424;491;506;546;798;851;585;554;429;302;293;241;140;189;64;7;3;11;13;15;34;42;61;121;148;211;325;414;695;957;993;741;892;0;0;1;0;1;1;2;6;9;16;30;28;55;83;132;190;151;57;40;0;1;1;0;2;3;6;7;7;16;29;38;44;43;97;108;125;98;107;0;0;1;0;1;0;0;3;1;6;6;1;6;10;21;30;29;14;11;0;0;0;0;0;0;0;0;1;1;1;0;2;4;14;21;30;34;46;0
26.10.2020;10393;6200;884;1123;198;163;0;35597;35597;172;248;363;349;523;640;735;791;1103;1207;921;864;594;432;408;316;261;310;156;12;3;9;16;18;36;41;65;131;171;241;352;458;763;1032;1085;795;972;0;1;1;0;0;2;3;8;8;18;34;35;68;91;138;215;158;63;41;0;7;0;2;4;4;6;9;14;26;48;51;64;86;129;169;188;141;175;0;1;0;0;0;1;1;2;2;5;7;11;18;17;24;49;32;16;12;0;0;0;0;0;0;0;0;0;0;0;2;5;7;6;21;33;39;50;0
27.10.2020;15722;6534;876;1108;160;195;0;47498;47498;281;375;509;515;767;1086;1100;1247;1620;1895;1441;1322;906;634;540;421;342;484;237;13;2;9;16;18;34;43;69;138;180;241;346;499;795;1102;1132;841;1056;0;1;0;0;0;1;3;8;10;15;28;34;60;103;145;207;165;58;38;0;3;0;2;4;5;5;12;16;31;38;41;48;99;126;180;167;149;182;0;0;0;0;0;0;1;0;3;4;4;7;8;23;31;32;29;11;7;0;0;0;0;0;0;0;0;0;0;1;2;6;7;9;20;43;45;62;0
28.10.2020;13011;6574;888;842;141;168;0;40124;40124;241;382;405;454;595;867;897;1046;1323;1484;1150;1114;779;534;494;354;311;366;215;9;2;7;14;18;35;39;72;131;172;248;338;500;782;1135;1136;879;1057;0;0;0;0;1;2;4;7;9;15;27;38;63;106;151;215;165;52;33;0;0;1;1;1;4;7;8;15;23;27;40;37;71;80;140;130;133;124;0;0;0;0;1;1;1;0;0;2;5;9;10;13;26;30;26;9;8;0;0;0;0;0;0;0;0;0;1;0;2;3;5;16;29;49;22;41;0
29.10.2020;13121;7274;995;1136;204;199;0;42577;42577;227;358;470;428;679;858;912;959;1326;1519;1266;1123;728;557;506;400;304;366;135;9;2;5;17;19;38;44;82;139;198;263;384;571;873;1233;1236;984;1177;0;0;0;0;2;3;4;5;12;20;32;38;63;124;166;231;184;73;38;0;2;0;0;5;3;7;10;17;16;37;40;60;97;139;173;180;153;197;0;0;0;0;2;1;1;0;4;6;6;6;7;25;30;38;34;30;14;0;0;0;0;0;0;1;0;0;0;2;2;8;7;26;37;33;34;49;0
30.10.2020;13677;7657;1030;1217;160;217;0;46822;46822;246;340;479;484;691;871;915;972;1386;1600;1243;1143;767;625;586;426;306;444;153;9;4;4;12;21;42;51;78;139;200;280;404;589;908;1299;1311;1049;1257;0;2;1;0;2;3;3;4;13;21;29;40;66;123;178;234;191;78;42;0;5;2;0;1;6;8;15;12;23;39;51;67;84;141;200;197;164;202;0;2;1;0;0;0;0;0;2;4;4;7;11;13;30;37;26;14;9;0;0;0;0;0;0;0;0;0;0;1;2;2;3;18;42;53;40;56;0
