uzemni_celek;sezona;demografie;pocet_vakcinovanych;proockovanost
Semily;2010-2011;74685;1956;0.02618999799156457
Semily;2011-2012;74840;1855;0.024786210582576164
Semily;2012-2013;74563;1973;0.026460845191314728
Semily;2013-2014;74385;2256;0.030328695301472072
Semily;2014-2015;74276;2280;0.030696321826700415
Semily;2015-2016;74087;2352;0.03174646024268765
Semily;2016-2017;74145;2513;0.0338930474071077
Semily;2017-2018;73882;2565;0.03471752253593568
Semily;2018-2019;73882;2876;0.038926937549064726
Semily;2019-2020;74097;3166;0.04272777575340432
Semily;2020-2021;73815;3197;0.04331098015308542
Semily;2021-2022;71547;3598;0.05028862146561002
Semily;2022-2023;73004;3536;0.04843570215330667
Semily;2023-2024;73097;4292;0.058716499993159775
Semily;2024-2025;72631;4542;0.06253528107832744
Sokolov;2010-2011;92834;2075;0.022351724583665467
Sokolov;2011-2012;91724;2259;0.02462823252365793
Sokolov;2012-2013;91301;2442;0.026746694997864206
Sokolov;2013-2014;90801;2784;0.0306604552813295
Sokolov;2014-2015;90258;2925;0.03240709964767666
Sokolov;2015-2016;89613;3169;0.03536317275395311
Sokolov;2016-2017;89127;3443;0.03863026916647032
Sokolov;2017-2018;88795;3655;0.04116222760290557
Sokolov;2018-2019;88342;4233;0.04791605351927736
Sokolov;2019-2020;88212;4719;0.05349612297646579
Sokolov;2020-2021;87503;4968;0.05677519627898472
Sokolov;2021-2022;85200;5425;0.0636737089201878
Sokolov;2022-2023;85964;5356;0.06230515099343911
Sokolov;2023-2024;85670;5993;0.06995447647951442
Sokolov;2024-2025;85092;5741;0.06746815211770789
Strakonice;2010-2011;70807;2011;0.028401146779273235
Strakonice;2011-2012;70765;2226;0.031456228361478135
Strakonice;2012-2013;70657;2268;0.03209873048671752
Strakonice;2013-2014;70514;2448;0.034716510196556714
Strakonice;2014-2015;70653;2562;0.03626172986285083
Strakonice;2015-2016;70683;2612;0.036953722960259186
Strakonice;2016-2017;70697;2929;0.04143032943406368
Strakonice;2017-2018;70760;3099;0.04379592990390051
Strakonice;2018-2019;70738;3383;0.04782436597019989
Strakonice;2019-2020;70772;3665;0.0517860170688973
Strakonice;2020-2021;70532;3853;0.05462768672375659
Strakonice;2021-2022;69773;3907;0.0559958723288378
Strakonice;2022-2023;71571;4244;0.05929776026602954
Strakonice;2023-2024;71764;5074;0.07070397413745053
Strakonice;2024-2025;71602;5248;0.07329404206586408
Středočeský kraj;2010-2011;1264978;29925;0.02365653790026388
Středočeský kraj;2011-2012;1279345;32068;0.02506595171748043
Středočeský kraj;2012-2013;1291816;35259;0.02729413476841903
Středočeský kraj;2013-2014;1302336;41712;0.03202860091404983
Středočeský kraj;2014-2015;1315299;42522;0.03232877087263048
Středočeský kraj;2015-2016;1326876;46635;0.03514646432673438
Středočeský kraj;2016-2017;1338982;51520;0.038476992222449595
Středočeský kraj;2017-2018;1352795;54683;0.040422236924293774
Středočeský kraj;2018-2019;1369332;59007;0.04309181411082192
Středočeský kraj;2019-2020;1385141;65520;0.047302043618664094
Středočeský kraj;2020-2021;1397997;70012;0.050080221917500535
Středočeský kraj;2021-2022;1386824;76914;0.055460534285532985
Středočeský kraj;2022-2023;1439391;77773;0.05403187875983662
Středočeský kraj;2023-2024;1455940;100082;0.06874047007431625
Středočeský kraj;2024-2025;1466215;101727;0.06938068427890862
Svitavy;2010-2011;105209;2196;0.020872739024227965
Svitavy;2011-2012;105112;2334;0.02220488621660705
Svitavy;2012-2013;104971;2623;0.02498785378818912
Svitavy;2013-2014;104622;2996;0.028636424461394354
Svitavy;2014-2015;104495;3013;0.028833915498349204
Svitavy;2015-2016;104189;2968;0.02848669245313805
Svitavy;2016-2017;104166;3692;0.035443426837931766
Svitavy;2017-2018;104316;4136;0.039648759538325855
Svitavy;2018-2019;104401;4616;0.044214135879924524
Svitavy;2019-2020;104333;5221;0.05004169342394065
Svitavy;2020-2021;104000;5311;0.05106730769230769
Svitavy;2021-2022;102866;5726;0.055664651099488656
Svitavy;2022-2023;104576;5834;0.05578717870257038
Svitavy;2023-2024;104669;6726;0.06425971395542138
Svitavy;2024-2025;104541;6933;0.06631847791775476
Tachov;2010-2011;53407;1884;0.0352762746456457
Tachov;2011-2012;53125;1721;0.03239529411764706
Tachov;2012-2013;53049;1598;0.03012309374352014
Tachov;2013-2014;52831;1835;0.0347333951657171
Tachov;2014-2015;52868;1914;0.036203374442006504
Tachov;2015-2016;52837;1985;0.037568370649355566
Tachov;2016-2017;53005;2165;0.04084520328270918
Tachov;2017-2018;53281;2356;0.044218389294495224
Tachov;2018-2019;53587;2604;0.04859387538022281
Tachov;2019-2020;54336;2796;0.051457597173144874
Tachov;2020-2021;54389;2775;0.05102134622809759
Tachov;2021-2022;52941;3119;0.05891464082658053
Tachov;2022-2023;56906;2957;0.05196288616314624
Tachov;2023-2024;58185;3367;0.057867147890349746
Tachov;2024-2025;57370;3443;0.060013944570332926
Teplice;2010-2011;129932;4477;0.034456484930579075
Teplice;2011-2012;128464;4705;0.03662504670569187
Teplice;2012-2013;128266;5180;0.040384825284954705
Teplice;2013-2014;128796;5701;0.044263797012329575
Teplice;2014-2015;128851;5581;0.043313594772256325
Teplice;2015-2016;128734;5960;0.04629701555144717
Teplice;2016-2017;128476;6490;0.05051527133472399
Teplice;2017-2018;128387;6436;0.050129686027401525
Teplice;2018-2019;128610;6691;0.05202550346007309
Teplice;2019-2020;129072;7119;0.05515526217924879
Teplice;2020-2021;128830;7252;0.0562912365132345
Teplice;2021-2022;124472;8063;0.06477762066970885
Teplice;2022-2023;127681;7440;0.05827022031469052
Teplice;2023-2024;127918;8917;0.06970871964852483
Teplice;2024-2025;127739;8853;0.06930538050243074
Trutnov;2010-2011;119814;2597;0.021675263324820136
Trutnov;2011-2012;120058;2997;0.024962934581618884
Trutnov;2012-2013;119900;3278;0.027339449541284404
Trutnov;2013-2014;119562;3684;0.03081246549907161
Trutnov;2014-2015;119351;4026;0.03373243625943645
Trutnov;2015-2016;119042;4331;0.036382117235933535
Trutnov;2016-2017;118752;4770;0.0401677445432498
Trutnov;2017-2018;118538;5211;0.04396058647859758
Trutnov;2018-2019;118240;5769;0.04879059539918809
Trutnov;2019-2020;117978;6235;0.052848836223702726
Trutnov;2020-2021;117414;6383;0.054363193486296355
Trutnov;2021-2022;115073;6965;0.06052679603382201
Trutnov;2022-2023;117192;6909;0.058954536145812
Trutnov;2023-2024;116965;8428;0.07205574317103407
Trutnov;2024-2025;116554;8417;0.07221545378108002
Tábor;2010-2011;103070;2711;0.02630251285534103
Tábor;2011-2012;102768;2832;0.027557216254086876
Tábor;2012-2013;102683;3055;0.029751760271904796
Tábor;2013-2014;102611;3557;0.03466489947471519
Tábor;2014-2015;102464;3555;0.03469511242973142
Tábor;2015-2016;102369;3646;0.03561625101349041
Tábor;2016-2017;102295;4074;0.03982599345031526
Tábor;2017-2018;102310;4200;0.04105170560062555
Tábor;2018-2019;102497;4720;0.046050128296437946
Tábor;2019-2020;102595;5115;0.04985623081046835
Tábor;2020-2021;102451;5287;0.05160515758752965
Tábor;2021-2022;101363;5874;0.05795013959728895
Tábor;2022-2023;103898;5941;0.057181081445263626
Tábor;2023-2024;104172;7388;0.07092116883615558
Tábor;2024-2025;104261;7160;0.0686738089985709
Třebíč;2010-2011;113590;4458;0.03924641253631481
Třebíč;2011-2012;113330;4668;0.04118944674843378
Třebíč;2012-2013;112833;4561;0.04042257141084612
Třebíč;2013-2014;112372;5269;0.046888904709358206
Třebíč;2014-2015;112076;5660;0.0505014454477319
Třebíč;2015-2016;111873;5767;0.051549524907707846
Třebíč;2016-2017;111651;6487;0.058100688753347486
Třebíč;2017-2018;111426;6535;0.058648789331035844
Třebíč;2018-2019;111069;7030;0.0632939884216118
Třebíč;2019-2020;110810;7436;0.06710585687212345
Třebíč;2020-2021;110337;7631;0.06916084359734269
Třebíč;2021-2022;109183;8004;0.07330811573230264
Třebíč;2022-2023;110393;7788;0.07054795140996259
Třebíč;2023-2024;110503;9396;0.08502936571857778
Třebíč;2024-2025;110209;9393;0.08522897404023265
Uherské Hradiště;2010-2011;144203;4349;0.030158873255064042
Uherské Hradiště;2011-2012;143814;4851;0.033731069297843044
Uherské Hradiště;2012-2013;143494;5325;0.03710956555674802
Uherské Hradiště;2013-2014;143129;6231;0.04353415450397893
Uherské Hradiště;2014-2015;142989;6062;0.04239486953541881
Uherské Hradiště;2015-2016;142830;6750;0.04725897920604915
Uherské Hradiště;2016-2017;142554;7334;0.05144717089664268
Uherské Hradiště;2017-2018;142434;7750;0.054411165873316764
Uherské Hradiště;2018-2019;142306;8234;0.05786122862001602
Uherské Hradiště;2019-2020;142226;9010;0.06334987976881865
Uherské Hradiště;2020-2021;141630;9420;0.06651133234484219
Uherské Hradiště;2021-2022;139829;9429;0.06743236381580359
Uherské Hradiště;2022-2023;141496;9228;0.06521739130434782
Uherské Hradiště;2023-2024;141736;10477;0.07391911723203702
Uherské Hradiště;2024-2025;141198;10093;0.07148118245300925
Vsetín;2010-2011;145464;3386;0.023277236979596327
Vsetín;2011-2012;145047;3794;0.026157038752955938
Vsetín;2012-2013;144675;3724;0.02574045273889753
Vsetín;2013-2014;144362;4098;0.02838697164073648
Vsetín;2014-2015;144011;4318;0.029983820680364693
Vsetín;2015-2016;143722;4846;0.03371787200289448
Vsetín;2016-2017;143380;5119;0.0357023294741247
Vsetín;2017-2018;143291;5581;0.03894871275934986
Vsetín;2018-2019;143332;6039;0.04213295007395418
Vsetín;2019-2020;143334;6585;0.04594164678303822
Vsetín;2020-2021;142703;6736;0.04720293196358871
Vsetín;2021-2022;140171;6784;0.048398028122792876
Vsetín;2022-2023;142180;6493;0.045667463778309186
Vsetín;2023-2024;142301;7521;0.052852755778244706
Vsetín;2024-2025;141645;7314;0.051636132584983584
Vyškov;2010-2011;89097;2751;0.03087646048688508
Vyškov;2011-2012;89342;2874;0.03216852096438405
Vyškov;2012-2013;89765;3168;0.035292151729515955
Vyškov;2013-2014;90041;3400;0.03776057573771948
Vyškov;2014-2015;90460;3461;0.03826000442184391
Vyškov;2015-2016;90815;3484;0.038363706436161424
Vyškov;2016-2017;91133;3636;0.039897731886363884
Vyškov;2017-2018;91325;3945;0.0431973720229948
Vyškov;2018-2019;91645;4270;0.04659283103278957
Vyškov;2019-2020;92280;4987;0.05404204594711747
Vyškov;2020-2021;92735;5174;0.05579338976653906
Vyškov;2021-2022;92317;5132;0.05559106123465884
Vyškov;2022-2023;94274;5308;0.05630396503808049
Vyškov;2023-2024;95077;6100;0.06415852414358889
Vyškov;2024-2025;95637;5816;0.06081328356180139
Zlín;2010-2011;192639;7241;0.03758844263103525
Zlín;2011-2012;192849;7736;0.04011428630690333
Zlín;2012-2013;192529;7681;0.03989528850199191
Zlín;2013-2014;192116;8733;0.04545691144933269
Zlín;2014-2015;191793;8792;0.04584108909084273
Zlín;2015-2016;191830;9675;0.050435281238596676
Zlín;2016-2017;191725;10593;0.05525101056200287
Zlín;2017-2018;191661;11111;0.05797214874178889
Zlín;2018-2019;191711;11685;0.06095111913244415
Zlín;2019-2020;191652;13013;0.06789910880136915
Zlín;2020-2021;190960;14325;0.07501571009635526
Zlín;2021-2022;188987;12952;0.06853381449517691
Zlín;2022-2023;192333;12717;0.06611969864765797
Zlín;2023-2024;192297;14667;0.07627264075882619
Zlín;2024-2025;192025;13946;0.07262596016143731
Zlínský kraj;2010-2011;590361;18762;0.03178055460980654
Zlínský kraj;2011-2012;589030;20567;0.03491672750114595
Zlínský kraj;2012-2013;587693;21227;0.03611919828890254
Zlínský kraj;2013-2014;586299;24018;0.040965445958461466
Zlínský kraj;2014-2015;585261;24054;0.04109961196799377
Zlínský kraj;2015-2016;584676;26400;0.04515321306159309
Zlínský kraj;2016-2017;583698;28342;0.04855593132064869
Zlínský kraj;2017-2018;583056;29918;0.05131239537883154
Zlínský kraj;2018-2019;582921;31487;0.05401589580749364
Zlínský kraj;2019-2020;582555;34551;0.05930942142801967
Zlínský kraj;2020-2021;580119;36886;0.0635835061427052
Zlínský kraj;2021-2022;572432;35484;0.06198814881068843
Zlínský kraj;2022-2023;580531;34638;0.05966606434453974
Zlínský kraj;2023-2024;580744;39778;0.06849489620211315
Zlínský kraj;2024-2025;578998;38067;0.06574634109271535
Znojmo;2010-2011;113720;3342;0.029387970453746044
Znojmo;2011-2012;113288;3581;0.031609702704611255
Znojmo;2012-2013;113432;3687;0.032504055293039
Znojmo;2013-2014;113334;4601;0.04059682001870577
Znojmo;2014-2015;113399;4744;0.04183458407922468
Znojmo;2015-2016;113538;5017;0.04418784900209621
Znojmo;2016-2017;113717;5657;0.049746300025501906
Znojmo;2017-2018;113797;6160;0.0541314797402392
Znojmo;2018-2019;114104;6762;0.059261726144569864
Znojmo;2019-2020;114351;7498;0.06557004311287178
Znojmo;2020-2021;114552;7752;0.06767232348627697
Znojmo;2021-2022;113462;8028;0.07075496642047557
Znojmo;2022-2023;116028;8229;0.07092253593960078
Znojmo;2023-2024;116110;9371;0.08070794935836706
Znojmo;2024-2025;116047;9697;0.08356097098589364
Ústecký kraj;2010-2011;836045;27746;0.03318720882249161
Ústecký kraj;2011-2012;828026;28880;0.03487813184610145
Ústecký kraj;2012-2013;826764;30912;0.03738914611666691
Ústecký kraj;2013-2014;825120;34647;0.04199025596276905
Ústecký kraj;2014-2015;823972;35876;0.04354031447670552
Ústecký kraj;2015-2016;822826;38505;0.04679604193353151
Ústecký kraj;2016-2017;821377;41896;0.051007028441263876
Ústecký kraj;2017-2018;821080;42685;0.05198640814536951
Ústecký kraj;2018-2019;820789;46163;0.05624222546842124
Ústecký kraj;2019-2020;820965;49483;0.060274189520868736
Ústecký kraj;2020-2021;817004;50265;0.06152356659208523
Ústecký kraj;2021-2022;798898;54900;0.06871966133348688
Ústecký kraj;2022-2023;812337;54562;0.0671667054436767
Ústecký kraj;2023-2024;811169;62354;0.07686930836853972
Ústecký kraj;2024-2025;808356;60764;0.07516985090727353
Ústí nad Labem;2010-2011;121699;3670;0.030156369403199698
Ústí nad Labem;2011-2012;120259;3554;0.029552881697003968
Ústí nad Labem;2012-2013;119716;4153;0.0346904340271977
Ústí nad Labem;2013-2014;119519;4776;0.0399601736962324
Ústí nad Labem;2014-2015;119492;5071;0.04243798748033341
Ústí nad Labem;2015-2016;119512;5605;0.046899056161724344
Ústí nad Labem;2016-2017;119296;5926;0.049674758583690984
Ústí nad Labem;2017-2018;119498;6369;0.05329796314582671
Ústí nad Labem;2018-2019;119407;6906;0.05783580527104776
Ústí nad Labem;2019-2020;119338;7426;0.06222661683621311
Ústí nad Labem;2020-2021;118651;7983;0.06728135456085495
Ústí nad Labem;2021-2022;116916;8471;0.07245372746245167
Ústí nad Labem;2022-2023;118839;8638;0.07268657595570478
Ústí nad Labem;2023-2024;118433;9651;0.08148911198736838
Ústí nad Labem;2024-2025;118011;9571;0.08110260907881468
Ústí nad Orlicí;2010-2011;139114;4544;0.03266385841827566
Ústí nad Orlicí;2011-2012;139178;4809;0.034552874735949646
Ústí nad Orlicí;2012-2013;139026;5061;0.036403262699063486
Ústí nad Orlicí;2013-2014;138751;5727;0.041275378195472466
Ústí nad Orlicí;2014-2015;138481;6069;0.04382550674821817
Ústí nad Orlicí;2015-2016;138179;6335;0.04584632976067275
Ústí nad Orlicí;2016-2017;138038;6956;0.050391921065213924
Ústí nad Orlicí;2017-2018;137841;7367;0.05344563663931631
Ústí nad Orlicí;2018-2019;138242;7991;0.057804429912761676
Ústí nad Orlicí;2019-2020;138275;8582;0.06206472608931477
Ústí nad Orlicí;2020-2021;138011;8661;0.06275586728594097
Ústí nad Orlicí;2021-2022;135682;9073;0.0668695921345499
Ústí nad Orlicí;2022-2023;138250;8998;0.06508499095840868
Ústí nad Orlicí;2023-2024;138387;10226;0.07389422416845513
Ústí nad Orlicí;2024-2025;138056;10175;0.07370197600973517
Česká Lípa;2010-2011;104278;2593;0.02486622298087804
Česká Lípa;2011-2012;103152;2923;0.028336823328680007
Česká Lípa;2012-2013;103037;3166;0.030726826285703192
Česká Lípa;2013-2014;102811;3615;0.03516160722101721
Česká Lípa;2014-2015;102816;3761;0.036579909741674445
Česká Lípa;2015-2016;103021;4246;0.04121489793343105
Česká Lípa;2016-2017;102975;4509;0.04378732702112163
Česká Lípa;2017-2018;103094;4665;0.0452499660504006
Česká Lípa;2018-2019;103135;4680;0.04537741794735056
Česká Lípa;2019-2020;103300;5052;0.04890609874152953
Česká Lípa;2020-2021;102998;5154;0.050039806598186375
Česká Lípa;2021-2022;101962;5531;0.05424569937819972
Česká Lípa;2022-2023;103344;5536;0.053568663879857564
Česká Lípa;2023-2024;103510;7195;0.06951019225195633
Česká Lípa;2024-2025;102860;7328;0.0712424654870698
Česká republika;2010-2011;10532770;340217;0.03230080975849658
Česká republika;2011-2012;10505445;353152;0.03361609146494984
Česká republika;2012-2013;10516125;365645;0.03476993664491436
Česká republika;2013-2014;10512419;411481;0.03914237056190397
Česká republika;2014-2015;10538275;412156;0.039110385713031784
Česká republika;2015-2016;10553843;432093;0.0409417687945519
Česká republika;2016-2017;10578820;463351;0.043799875600492304
Česká republika;2017-2018;10610055;481431;0.04537497684979013
Česká republika;2018-2019;10649800;517452;0.04858795470337471
Česká republika;2019-2020;10693939;560592;0.052421469768997184
Česká republika;2020-2021;10701777;591470;0.05526839140826799
Česká republika;2021-2022;10516707;626533;0.05957501716078997
Česká republika;2022-2023;10827529;630087;0.05819305586713275
Česká republika;2023-2024;10900555;766422;0.07031036493095993
Česká republika;2024-2025;10909500;764292;0.07005747284476832
České Budějovice;2010-2011;187799;5792;0.030841484778939186
České Budějovice;2011-2012;187304;6438;0.03437193012428993
České Budějovice;2012-2013;188264;6538;0.03472782900607657
České Budějovice;2013-2014;188965;7528;0.039838065250178606
České Budějovice;2014-2015;189861;7391;0.03892847925587667
České Budějovice;2015-2016;190844;7749;0.040603843977279876
České Budějovice;2016-2017;191945;8141;0.042413191278751726
České Budějovice;2017-2018;193337;8409;0.0434940026999488
České Budějovice;2018-2019;194585;9143;0.046987177840018504
České Budějovice;2019-2020;195903;9849;0.05027488093597342
České Budějovice;2020-2021;196602;11166;0.05679494613483078
České Budějovice;2021-2022;195533;11190;0.05722819166074269
České Budějovice;2022-2023;200426;12192;0.060830431181583225
České Budějovice;2023-2024;201926;14557;0.07209076592415044
České Budějovice;2024-2025;202172;13612;0.06732880913281761
Český Krumlov;2010-2011;61706;1350;0.02187793731565812
Český Krumlov;2011-2012;61333;1360;0.02217403355453019
Český Krumlov;2012-2013;61231;1596;0.026065228397380413
Český Krumlov;2013-2014;61173;1820;0.029751687836136857
Český Krumlov;2014-2015;61110;1739;0.02845688103420062
Český Krumlov;2015-2016;61126;2175;0.035582239963354384
Český Krumlov;2016-2017;61155;2328;0.03806720627912681
Český Krumlov;2017-2018;61187;2306;0.037687744128654777
Český Krumlov;2018-2019;61381;2699;0.04397126146527427
Český Krumlov;2019-2020;61556;2761;0.04485346676197284
Český Krumlov;2020-2021;61320;3220;0.05251141552511415
Český Krumlov;2021-2022;60096;3264;0.054313099041533544
Český Krumlov;2022-2023;62038;3218;0.05187143363744801
Český Krumlov;2023-2024;62072;4019;0.06474739012759376
Český Krumlov;2024-2025;61655;3929;0.06372556970237613
Šumperk;2010-2011;124246;3753;0.03020620382145099
Šumperk;2011-2012;123558;3717;0.03008303792550867
Šumperk;2012-2013;123145;3937;0.03197044134962849
Šumperk;2013-2014;122735;4381;0.03569478958732228
Šumperk;2014-2015;122252;4325;0.035377744331381085
Šumperk;2015-2016;121785;4446;0.036506958985096684
Šumperk;2016-2017;121288;5202;0.042889651078424906
Šumperk;2017-2018;120991;5126;0.04236678761230174
Šumperk;2018-2019;120711;5717;0.047361052431012914
Šumperk;2019-2020;120417;6088;0.05055764551516812
Šumperk;2020-2021;119967;5892;0.04911350621420891
Šumperk;2021-2022;118397;6836;0.05773794944128652
Šumperk;2022-2023;119974;6642;0.055361995098938105
Šumperk;2023-2024;119838;7425;0.061958644169629
Šumperk;2024-2025;119400;7215;0.06042713567839196
Žďár nad Sázavou;2010-2011;119718;4054;0.03386291117459363
Žďár nad Sázavou;2011-2012;118875;4036;0.03395162986330179
Žďár nad Sázavou;2012-2013;118646;4355;0.03670583079075569
Žďár nad Sázavou;2013-2014;118550;4939;0.04166174609869253
Žďár nad Sázavou;2014-2015;118456;4925;0.04157661916661039
Žďár nad Sázavou;2015-2016;118273;5425;0.04586845687519552
Žďár nad Sázavou;2016-2017;118096;5618;0.047571467280856254
Žďár nad Sázavou;2017-2018;117931;6064;0.05141989807599359
Žďár nad Sázavou;2018-2019;118094;6389;0.05410097041339949
Žďár nad Sázavou;2019-2020;118158;6855;0.05801553851622404
Žďár nad Sázavou;2020-2021;117941;7121;0.06037764645034382
Žďár nad Sázavou;2021-2022;117164;7566;0.06457614967054727
Žďár nad Sázavou;2022-2023;119034;7574;0.06362887914377405
Žďár nad Sázavou;2023-2024;119296;8589;0.07199738465665236
Žďár nad Sázavou;2024-2025;118878;8524;0.07170376352226653
